message_received,data_transfer,decoding,updating_points
11326.0,27.09999999962747,2.1000000005587935,0.6000000005587935
13341.399999999441,36.0,1.800000000745058,0.20000000018626451
13838.0,27.200000000186265,7.7999999998137355,0.20000000018626451
14245.799999999814,27.40000000037253,1.3999999994412065,0.20000000018626451
14648.5,25.0,1.8999999994412065,0.19999999925494194
15127.0,29.799999999813735,10.0,0.7000000001862645
15464.099999999627,34.90000000037253,1.8999999994412065,0.2999999998137355
15819.200000000186,29.399999999441206,1.5,0.30000000074505806
16104.5,28.09999999962747,1.7999999998137355,0.09999999962747097
16417.39999999944,32.60000000055879,1.599999999627471,0.2999999998137355
16810.099999999627,24.0,2.0,0.20000000018626451
17097.0,29.200000000186265,1.699999999254942,0.7999999998137355
17326.099999999627,22.700000000186265,1.2999999998137355,0.19999999925494194
17694.599999999627,29.90000000037253,1.5,0.2999999998137355
17912.200000000186,23.59999999962747,1.400000000372529,0.20000000018626451
18204.299999999814,53.299999999813735,1.5,0.7999999998137355
18669.5,24.299999999813735,1.7000000001862645,0.20000000018626451
18994.599999999627,23.5,1.2999999998137355,0.19999999925494194
19329.0,30.299999999813735,1.400000000372529,0.39999999944120646
19534.099999999627,27.299999999813735,1.6000000005587935,1.7999999998137355
19767.39999999944,23.90000000037253,1.2999999998137355,0.2999999998137355
20010.599999999627,22.5,1.2999999998137355,0.20000000018626451
20414.5,22.5,1.5,0.40000000037252903
20717.299999999814,26.40000000037253,1.7999999998137355,0.39999999944120646
21038.799999999814,24.5,1.7999999998137355,0.20000000018626451
21372.89999999944,31.600000000558794,5.599999999627471,0.19999999925494194
22170.099999999627,26.100000000558794,1.5,1.0
23291.200000000186,29.09999999962747,2.099999999627471,0.8999999994412065
23909.799999999814,28.40000000037253,1.5,0.40000000037252903
24299.0,22.700000000186265,1.3999999994412065,0.2999999998137355
24518.700000000186,24.399999999441206,1.900000000372529,0.09999999962747097
24756.89999999944,25.100000000558794,1.2999999998137355,0.30000000074505806
24977.799999999814,27.59999999962747,1.6000000005587935,0.20000000018626451
25138.099999999627,26.90000000037253,1.8999999994412065,0.2999999998137355
25367.700000000186,24.199999999254942,1.300000000745058,0.19999999925494194
25628.299999999814,23.700000000186265,1.5,0.09999999962747097
25831.89999999944,26.100000000558794,1.3999999994412065,0.20000000018626451
25998.5,26.399999999441206,1.300000000745058,0.39999999944120646
26186.39999999944,23.300000000745058,2.0,0.6999999992549419
26780.89999999944,29.40000000037253,1.900000000372529,0.09999999962747097
26983.5,26.0,1.7999999998137355,0.2999999998137355
27172.0,23.299999999813735,1.400000000372529,6.2999999998137355
27347.0,31.899999999441206,3.6000000005587935,0.20000000018626451
27525.799999999814,23.59999999962747,1.300000000745058,0.2999999998137355
27812.799999999814,30.700000000186265,2.099999999627471,0.2999999998137355
28016.200000000186,22.5,1.5,0.5
28223.799999999814,24.200000000186265,1.3999999994412065,0.20000000018626451
28631.599999999627,23.100000000558794,4.2999999998137355,0.40000000037252903
28792.299999999814,25.59999999962747,1.800000000745058,1.7999999998137355
28971.39999999944,33.80000000074506,1.5,0.09999999962747097
29163.799999999814,26.0,1.900000000372529,0.7000000001862645
29363.299999999814,27.299999999813735,1.7000000001862645,0.20000000018626451
29528.799999999814,25.90000000037253,1.7999999998137355,0.2999999998137355
29748.599999999627,26.100000000558794,2.199999999254942,0.2999999998137355
29927.200000000186,25.299999999813735,1.599999999627471,0.20000000018626451
30083.5,26.899999999441206,1.6000000005587935,0.19999999925494194
30488.599999999627,27.40000000037253,1.5,0.2999999998137355
30695.700000000186,22.199999999254942,1.800000000745058,1.8999999994412065
30902.39999999944,27.0,1.800000000745058,0.20000000018626451
31073.39999999944,31.0,1.6000000005587935,0.7000000001862645
31245.0,35.5,1.5,1.2999999998137355
31397.0,26.899999999441206,2.0,0.20000000018626451
31591.89999999944,23.300000000745058,1.2999999998137355,0.2999999998137355
31776.599999999627,25.299999999813735,2.0,0.20000000018626451
31926.799999999814,26.700000000186265,1.7000000001862645,0.39999999944120646
32106.099999999627,27.700000000186265,2.599999999627471,0.8999999994412065
32528.700000000186,29.0,1.7999999998137355,0.10000000055879354
32797.59999999963,24.799999999813735,2.300000000745058,0.10000000055879354
33041.89999999944,24.40000000037253,1.599999999627471,0.2999999998137355
33260.09999999963,23.200000000186265,1.400000000372529,0.20000000018626451
33501.09999999963,26.200000000186265,1.5,0.2999999998137355
33744.59999999963,23.200000000186265,2.0,0.19999999925494194
33945.299999999814,24.5,1.5,0.19999999925494194
34134.09999999963,24.0,1.7000000001862645,1.800000000745058
34328.59999999963,23.100000000558794,1.2999999998137355,0.20000000018626451
34553.5,23.700000000186265,1.3999999994412065,0.10000000055879354
34754.5,24.899999999441206,1.7000000001862645,0.19999999925494194
34927.0,23.59999999962747,1.5,1.1000000005587935
35098.299999999814,24.799999999813735,1.7999999998137355,0.2999999998137355
35330.200000000186,38.799999999813735,2.0,0.20000000018626451
35456.59999999963,28.299999999813735,1.800000000745058,0.2999999998137355
35666.39999999944,26.90000000037253,1.5,0.39999999944120646
35867.89999999944,24.600000000558794,1.599999999627471,0.20000000018626451
36058.09999999963,22.90000000037253,1.2999999998137355,0.20000000018626451
36271.09999999963,25.40000000037253,1.599999999627471,0.2999999998137355
36455.0,22.200000000186265,1.5,0.40000000037252903
36675.200000000186,27.299999999813735,10.0,0.2999999998137355
36865.89999999944,24.600000000558794,1.7000000001862645,0.2999999998137355
37064.700000000186,24.59999999962747,1.400000000372529,0.20000000018626451
37268.39999999944,27.5,1.400000000372529,0.30000000074505806
37397.39999999944,29.700000000186265,1.2999999998137355,0.5
